Scenario_ID,Model,Scenario,Region,Variable,Unit,Year,Value
GCAM 5.3 - R_MAC_45_n8,GCAM 5.3,R_MAC_45_n8,Latin America,Secondary Energy|Electricity,EJ/yr,2075,29.521911801447
GCAM 5.3 - R_MAC_45_n8,GCAM 5.3,R_MAC_45_n8,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2075,7.44564925799999e-06
GCAM 5.3 - R_MAC_45_n8,GCAM 5.3,R_MAC_45_n8,OECD Countries,Secondary Energy|Electricity,EJ/yr,2075,96.9202421021368
GCAM 5.3 - R_MAC_45_n8,GCAM 5.3,R_MAC_45_n8,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2075,5.0454390926e-05
GCAM 5.3 - R_MAC_45_n8,GCAM 5.3,R_MAC_45_n8,World,Secondary Energy|Electricity,EJ/yr,2075,422.184172432972
GCAM 5.3 - R_MAC_45_n8,GCAM 5.3,R_MAC_45_n8,World,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.000180966798576
GCAM 5.3 - R_MAC_50_n8,GCAM 5.3,R_MAC_50_n8,Asia,Secondary Energy|Electricity,EJ/yr,2075,178.896112772438
GCAM 5.3 - R_MAC_50_n8,GCAM 5.3,R_MAC_50_n8,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.0002282642954
GCAM 5.3 - R_MAC_50_n8,GCAM 5.3,R_MAC_50_n8,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2075,22.6633913321265
GCAM 5.3 - R_MAC_50_n8,GCAM 5.3,R_MAC_50_n8,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,2.3552742e-06
GCAM 5.3 - R_MAC_50_n8,GCAM 5.3,R_MAC_50_n8,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2075,93.7150961541824
GCAM 5.3 - R_MAC_50_n8,GCAM 5.3,R_MAC_50_n8,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2075,2.2781234636e-05
GCAM 5.3 - R_MAC_50_n8,GCAM 5.3,R_MAC_50_n8,Latin America,Secondary Energy|Electricity,EJ/yr,2075,29.5992268959628
GCAM 5.3 - R_MAC_50_n8,GCAM 5.3,R_MAC_50_n8,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2075,1.908610024e-05
GCAM 5.3 - R_MAC_50_n8,GCAM 5.3,R_MAC_50_n8,OECD Countries,Secondary Energy|Electricity,EJ/yr,2075,96.9701235399286
GCAM 5.3 - R_MAC_50_n8,GCAM 5.3,R_MAC_50_n8,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.000118858981119
GCAM 5.3 - R_MAC_50_n8,GCAM 5.3,R_MAC_50_n8,World,Secondary Energy|Electricity,EJ/yr,2075,421.843950694638
GCAM 5.3 - R_MAC_50_n8,GCAM 5.3,R_MAC_50_n8,World,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.000391345885595
IMAGE 3.2 - SSP1_SPA1_19I_D_LB,IMAGE 3.2,SSP1_SPA1_19I_D_LB,Asia,Secondary Energy|Electricity,EJ/yr,2075,96.12057088
IMAGE 3.2 - SSP1_SPA1_19I_D_LB,IMAGE 3.2,SSP1_SPA1_19I_D_LB,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.447777082758413
IMAGE 3.2 - SSP1_SPA1_19I_D_LB,IMAGE 3.2,SSP1_SPA1_19I_D_LB,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2075,8.38595679999999
IMAGE 3.2 - SSP1_SPA1_19I_D_LB,IMAGE 3.2,SSP1_SPA1_19I_D_LB,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.018606425708984
IMAGE 3.2 - SSP1_SPA1_19I_D_LB,IMAGE 3.2,SSP1_SPA1_19I_D_LB,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2075,51.24147776
IMAGE 3.2 - SSP1_SPA1_19I_D_LB,IMAGE 3.2,SSP1_SPA1_19I_D_LB,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.252915258924666
IMAGE 3.2 - SSP1_SPA1_19I_D_LB,IMAGE 3.2,SSP1_SPA1_19I_D_LB,Latin America,Secondary Energy|Electricity,EJ/yr,2075,15.102804352
IMAGE 3.2 - SSP1_SPA1_19I_D_LB,IMAGE 3.2,SSP1_SPA1_19I_D_LB,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.034573198125609
IMAGE 3.2 - SSP1_SPA1_19I_D_LB,IMAGE 3.2,SSP1_SPA1_19I_D_LB,OECD Countries,Secondary Energy|Electricity,EJ/yr,2075,50.028144
IMAGE 3.2 - SSP1_SPA1_19I_D_LB,IMAGE 3.2,SSP1_SPA1_19I_D_LB,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.310683137319813
IMAGE 3.2 - SSP1_SPA1_19I_D_LB,IMAGE 3.2,SSP1_SPA1_19I_D_LB,World,Secondary Energy|Electricity,EJ/yr,2075,220.878897152
IMAGE 3.2 - SSP1_SPA1_19I_D_LB,IMAGE 3.2,SSP1_SPA1_19I_D_LB,World,Secondary Energy|Electricity|Gas,EJ/yr,2075,1.064555118
IMAGE 3.2 - SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,Asia,Secondary Energy|Electricity,EJ/yr,2075,126.619948544
IMAGE 3.2 - SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.550392840187537
IMAGE 3.2 - SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2075,19.14391936
IMAGE 3.2 - SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.057659378150296
IMAGE 3.2 - SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2075,98.433383936
IMAGE 3.2 - SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2075,4.91733610247921
IMAGE 3.2 - SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,Latin America,Secondary Energy|Electricity,EJ/yr,2075,26.375103232
IMAGE 3.2 - SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.485367372910092
IMAGE 3.2 - SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,OECD Countries,Secondary Energy|Electricity,EJ/yr,2075,68.6462430719999
IMAGE 3.2 - SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.463581964025137
IMAGE 3.2 - SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,World,Secondary Energy|Electricity,EJ/yr,2075,339.21859584
IMAGE 3.2 - SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,World,Secondary Energy|Electricity|Gas,EJ/yr,2075,6.47433612
IMAGE 3.2 - SSP1_SPA1_19I_RE_LB,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,Asia,Secondary Energy|Electricity,EJ/yr,2075,112.997058816
IMAGE 3.2 - SSP1_SPA1_19I_RE_LB,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.036110930152591
IMAGE 3.2 - SSP1_SPA1_19I_RE_LB,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2075,8.63335500799999
IMAGE 3.2 - SSP1_SPA1_19I_RE_LB,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.016044786521104
IMAGE 3.2 - SSP1_SPA1_19I_RE_LB,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2075,84.646764032
IMAGE 3.2 - SSP1_SPA1_19I_RE_LB,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.069748897568548
IMAGE 3.2 - SSP1_SPA1_19I_RE_LB,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,Latin America,Secondary Energy|Electricity,EJ/yr,2075,18.348470272
IMAGE 3.2 - SSP1_SPA1_19I_RE_LB,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.114993167070333
IMAGE 3.2 - SSP1_SPA1_19I_RE_LB,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,OECD Countries,Secondary Energy|Electricity,EJ/yr,2075,61.181673472
IMAGE 3.2 - SSP1_SPA1_19I_RE_LB,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.508702887222404
IMAGE 3.2 - SSP1_SPA1_19I_RE_LB,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,World,Secondary Energy|Electricity,EJ/yr,2075,285.807312896
IMAGE 3.2 - SSP1_SPA1_19I_RE_LB,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,World,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.745600682
IMAGE 3.2 - SSP2_SPA1_19I_D_LB,IMAGE 3.2,SSP2_SPA1_19I_D_LB,Asia,Secondary Energy|Electricity,EJ/yr,2075,109.223094912
IMAGE 3.2 - SSP2_SPA1_19I_D_LB,IMAGE 3.2,SSP2_SPA1_19I_D_LB,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.10028855653466
IMAGE 3.2 - SSP2_SPA1_19I_D_LB,IMAGE 3.2,SSP2_SPA1_19I_D_LB,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2075,12.505315072
IMAGE 3.2 - SSP2_SPA1_19I_D_LB,IMAGE 3.2,SSP2_SPA1_19I_D_LB,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.057242850118338
IMAGE 3.2 - SSP2_SPA1_19I_D_LB,IMAGE 3.2,SSP2_SPA1_19I_D_LB,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2075,62.726928768
IMAGE 3.2 - SSP2_SPA1_19I_D_LB,IMAGE 3.2,SSP2_SPA1_19I_D_LB,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.489124094384143
IMAGE 3.2 - SSP2_SPA1_19I_D_LB,IMAGE 3.2,SSP2_SPA1_19I_D_LB,Latin America,Secondary Energy|Electricity,EJ/yr,2075,19.57791872
IMAGE 3.2 - SSP2_SPA1_19I_D_LB,IMAGE 3.2,SSP2_SPA1_19I_D_LB,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.050288132452827
IMAGE 3.2 - SSP2_SPA1_19I_D_LB,IMAGE 3.2,SSP2_SPA1_19I_D_LB,OECD Countries,Secondary Energy|Electricity,EJ/yr,2075,54.476829696
IMAGE 3.2 - SSP2_SPA1_19I_D_LB,IMAGE 3.2,SSP2_SPA1_19I_D_LB,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.10462073842575
IMAGE 3.2 - SSP2_SPA1_19I_D_LB,IMAGE 3.2,SSP2_SPA1_19I_D_LB,World,Secondary Energy|Electricity,EJ/yr,2075,258.510094336
IMAGE 3.2 - SSP2_SPA1_19I_D_LB,IMAGE 3.2,SSP2_SPA1_19I_D_LB,World,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.801564312
IMAGE 3.2 - SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,Asia,Secondary Energy|Electricity,EJ/yr,2075,127.024198272
IMAGE 3.2 - SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.829866402679687
IMAGE 3.2 - SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2075,17.994704256
IMAGE 3.2 - SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.045641280365538
IMAGE 3.2 - SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2075,98.681295872
IMAGE 3.2 - SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2075,4.81423954366448
IMAGE 3.2 - SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,Latin America,Secondary Energy|Electricity,EJ/yr,2075,25.554846464
IMAGE 3.2 - SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.263976267650133
IMAGE 3.2 - SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,OECD Countries,Secondary Energy|Electricity,EJ/yr,2075,69.1055324159999
IMAGE 3.2 - SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.42995474078812
IMAGE 3.2 - SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,World,Secondary Energy|Electricity,EJ/yr,2075,338.360598528
IMAGE 3.2 - SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,World,Secondary Energy|Electricity|Gas,EJ/yr,2075,6.38367824
IMAGE 3.2 - SSP2_SPA1_19I_RE_LB,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,Asia,Secondary Energy|Electricity,EJ/yr,2075,143.351031552
IMAGE 3.2 - SSP2_SPA1_19I_RE_LB,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.370248862136816
IMAGE 3.2 - SSP2_SPA1_19I_RE_LB,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2075,20.855583616
IMAGE 3.2 - SSP2_SPA1_19I_RE_LB,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.064804163971739
IMAGE 3.2 - SSP2_SPA1_19I_RE_LB,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2075,111.485230592
IMAGE 3.2 - SSP2_SPA1_19I_RE_LB,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.410754167554487
IMAGE 3.2 - SSP2_SPA1_19I_RE_LB,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,Latin America,Secondary Energy|Electricity,EJ/yr,2075,28.449186304
IMAGE 3.2 - SSP2_SPA1_19I_RE_LB,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.423297351783559
IMAGE 3.2 - SSP2_SPA1_19I_RE_LB,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,OECD Countries,Secondary Energy|Electricity,EJ/yr,2075,76.000413696
IMAGE 3.2 - SSP2_SPA1_19I_RE_LB,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.509595989880563
IMAGE 3.2 - SSP2_SPA1_19I_RE_LB,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,World,Secondary Energy|Electricity,EJ/yr,2075,380.14140416
IMAGE 3.2 - SSP2_SPA1_19I_RE_LB,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,World,Secondary Energy|Electricity|Gas,EJ/yr,2075,1.778701128
IMAGE 3.2 - SSP2_SPA2_19I_LI,IMAGE 3.2,SSP2_SPA2_19I_LI,Asia,Secondary Energy|Electricity,EJ/yr,2075,96.575942528
IMAGE 3.2 - SSP2_SPA2_19I_LI,IMAGE 3.2,SSP2_SPA2_19I_LI,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.069952735565452
IMAGE 3.2 - SSP2_SPA2_19I_LI,IMAGE 3.2,SSP2_SPA2_19I_LI,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2075,11.015648896
IMAGE 3.2 - SSP2_SPA2_19I_LI,IMAGE 3.2,SSP2_SPA2_19I_LI,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.105510745247705
IMAGE 3.2 - SSP2_SPA2_19I_LI,IMAGE 3.2,SSP2_SPA2_19I_LI,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2075,54.898532608
IMAGE 3.2 - SSP2_SPA2_19I_LI,IMAGE 3.2,SSP2_SPA2_19I_LI,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.444533383900603
IMAGE 3.2 - SSP2_SPA2_19I_LI,IMAGE 3.2,SSP2_SPA2_19I_LI,Latin America,Secondary Energy|Electricity,EJ/yr,2075,18.21524992
IMAGE 3.2 - SSP2_SPA2_19I_LI,IMAGE 3.2,SSP2_SPA2_19I_LI,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.036577565944967
IMAGE 3.2 - SSP2_SPA2_19I_LI,IMAGE 3.2,SSP2_SPA2_19I_LI,OECD Countries,Secondary Energy|Electricity,EJ/yr,2075,51.010468864
IMAGE 3.2 - SSP2_SPA2_19I_LI,IMAGE 3.2,SSP2_SPA2_19I_LI,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.115851502053202
IMAGE 3.2 - SSP2_SPA2_19I_LI,IMAGE 3.2,SSP2_SPA2_19I_LI,World,Secondary Energy|Electricity,EJ/yr,2075,231.71579904
IMAGE 3.2 - SSP2_SPA2_19I_LI,IMAGE 3.2,SSP2_SPA2_19I_LI,World,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.772425842
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Asia,Secondary Energy|Electricity,EJ/yr,2075,109.739034771354
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.059828295963779
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2075,14.234326517664
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.007890876791657
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2075,43.05905573517
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.095788111706349
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Latin America,Secondary Energy|Electricity,EJ/yr,2075,27.0375847143884
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.067773298511484
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,OECD Countries,Secondary Energy|Electricity,EJ/yr,2075,79.313871133747
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.195979745229076
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,World,Secondary Energy|Electricity,EJ/yr,2075,273.383865839808
POLES ADVANCE - ADVANCE_2020_1.5C-2100,POLES ADVANCE,ADVANCE_2020_1.5C-2100,World,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.427260092976
WITCH 5.0 - EN_NPi2020_450,WITCH 5.0,EN_NPi2020_450,Asia,Secondary Energy|Electricity,EJ/yr,2075,111.48142787473
WITCH 5.0 - EN_NPi2020_450,WITCH 5.0,EN_NPi2020_450,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.020159281406744
WITCH 5.0 - EN_NPi2020_450,WITCH 5.0,EN_NPi2020_450,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2075,33.9221520320966
WITCH 5.0 - EN_NPi2020_450,WITCH 5.0,EN_NPi2020_450,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,7.2e-11
WITCH 5.0 - EN_NPi2020_450,WITCH 5.0,EN_NPi2020_450,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2075,53.4278637426005
WITCH 5.0 - EN_NPi2020_450,WITCH 5.0,EN_NPi2020_450,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2075,1.54797867856905
WITCH 5.0 - EN_NPi2020_450,WITCH 5.0,EN_NPi2020_450,Latin America,Secondary Energy|Electricity,EJ/yr,2075,27.8273742900464
WITCH 5.0 - EN_NPi2020_450,WITCH 5.0,EN_NPi2020_450,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2075,2.15999999999999e-10
WITCH 5.0 - EN_NPi2020_450,WITCH 5.0,EN_NPi2020_450,OECD Countries,Secondary Energy|Electricity,EJ/yr,2075,116.772740326058
WITCH 5.0 - EN_NPi2020_450,WITCH 5.0,EN_NPi2020_450,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2075,3.6e-10
WITCH 5.0 - EN_NPi2020_450,WITCH 5.0,EN_NPi2020_450,World,Secondary Energy|Electricity,EJ/yr,2075,343.431558265532
WITCH 5.0 - EN_NPi2020_450,WITCH 5.0,EN_NPi2020_450,World,Secondary Energy|Electricity|Gas,EJ/yr,2075,1.56813796062379
WITCH 5.0 - EN_NPi2020_500,WITCH 5.0,EN_NPi2020_500,Asia,Secondary Energy|Electricity,EJ/yr,2075,112.882827448929
WITCH 5.0 - EN_NPi2020_500,WITCH 5.0,EN_NPi2020_500,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,3.6e-10
WITCH 5.0 - EN_NPi2020_500,WITCH 5.0,EN_NPi2020_500,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2075,33.7367062632628
WITCH 5.0 - EN_NPi2020_500,WITCH 5.0,EN_NPi2020_500,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,7.2e-11
WITCH 5.0 - EN_NPi2020_500,WITCH 5.0,EN_NPi2020_500,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2075,54.0835816795645
WITCH 5.0 - EN_NPi2020_500,WITCH 5.0,EN_NPi2020_500,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2075,1.472285462367
WITCH 5.0 - EN_NPi2020_500,WITCH 5.0,EN_NPi2020_500,Latin America,Secondary Energy|Electricity,EJ/yr,2075,27.7444810600592
WITCH 5.0 - EN_NPi2020_500,WITCH 5.0,EN_NPi2020_500,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2075,2.15999999999999e-10
WITCH 5.0 - EN_NPi2020_500,WITCH 5.0,EN_NPi2020_500,OECD Countries,Secondary Energy|Electricity,EJ/yr,2075,118.540071773328
WITCH 5.0 - EN_NPi2020_500,WITCH 5.0,EN_NPi2020_500,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2075,3.6e-10
WITCH 5.0 - EN_NPi2020_500,WITCH 5.0,EN_NPi2020_500,World,Secondary Energy|Electricity,EJ/yr,2075,346.987668225144
WITCH 5.0 - EN_NPi2020_500,WITCH 5.0,EN_NPi2020_500,World,Secondary Energy|Electricity|Gas,EJ/yr,2075,1.472285463375
WITCH 5.0 - EN_NPi2020_400f,WITCH 5.0,EN_NPi2020_400f,Asia,Secondary Energy|Electricity,EJ/yr,2075,116.951188405594
WITCH 5.0 - EN_NPi2020_400f,WITCH 5.0,EN_NPi2020_400f,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,3.6e-10
WITCH 5.0 - EN_NPi2020_400f,WITCH 5.0,EN_NPi2020_400f,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2075,35.2136626807378
WITCH 5.0 - EN_NPi2020_400f,WITCH 5.0,EN_NPi2020_400f,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,7.2e-11
WITCH 5.0 - EN_NPi2020_400f,WITCH 5.0,EN_NPi2020_400f,Middle East and Africa,Secondary Energy|Electricity,EJ/yr,2075,62.2150833849558
WITCH 5.0 - EN_NPi2020_400f,WITCH 5.0,EN_NPi2020_400f,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.242345801844224
WITCH 5.0 - EN_NPi2020_400f,WITCH 5.0,EN_NPi2020_400f,Latin America,Secondary Energy|Electricity,EJ/yr,2075,28.1710949778966
WITCH 5.0 - EN_NPi2020_400f,WITCH 5.0,EN_NPi2020_400f,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,2075,2.15999999999999e-10
WITCH 5.0 - EN_NPi2020_400f,WITCH 5.0,EN_NPi2020_400f,OECD Countries,Secondary Energy|Electricity,EJ/yr,2075,122.69003141947
WITCH 5.0 - EN_NPi2020_400f,WITCH 5.0,EN_NPi2020_400f,OECD Countries,Secondary Energy|Electricity|Gas,EJ/yr,2075,3.6e-10
WITCH 5.0 - EN_NPi2020_400f,WITCH 5.0,EN_NPi2020_400f,World,Secondary Energy|Electricity,EJ/yr,2075,365.241060868654
WITCH 5.0 - EN_NPi2020_400f,WITCH 5.0,EN_NPi2020_400f,World,Secondary Energy|Electricity|Gas,EJ/yr,2075,0.242345802852224
WITCH 5.0 - EN_NPi2020_450f,WITCH 5.0,EN_NPi2020_450f,Asia,Secondary Energy|Electricity,EJ/yr,2075,116.150012006217
WITCH 5.0 - EN_NPi2020_450f,WITCH 5.0,EN_NPi2020_450f,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,3.6e-10
WITCH 5.0 - EN_NPi2020_450f,WITCH 5.0,EN_NPi2020_450f,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,2075,35.0656061264197
WITCH 5.0 - EN_NPi2020_450f,WITCH 5.0,EN_NPi2020_450f,Russia and Central Asia,Secondary Energy|Electricity|Gas,EJ/yr,2075,7.2e-11
