Year,Scenario_ID,Model,Scenario,Region,Variable,Unit,Value,Variable_clean,Variable_standardized
2010,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,38.2034,secondary energy|electricity,Electricity
2015,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,37.8577,secondary energy|electricity,Electricity
2020,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,39.7591,secondary energy|electricity,Electricity
2025,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,39.0887,secondary energy|electricity,Electricity
2030,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,48.8526,secondary energy|electricity,Electricity
2035,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,63.9278,secondary energy|electricity,Electricity
2040,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,76.1424,secondary energy|electricity,Electricity
2045,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,84.3024,secondary energy|electricity,Electricity
2050,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,88.3015,secondary energy|electricity,Electricity
2055,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,89.7909,secondary energy|electricity,Electricity
2060,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,89.6067,secondary energy|electricity,Electricity
2065,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,90.9253,secondary energy|electricity,Electricity
2070,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,92.2439,secondary energy|electricity,Electricity
2075,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,92.89359999999999,secondary energy|electricity,Electricity
2080,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,93.5433,secondary energy|electricity,Electricity
2085,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,92.4188,secondary energy|electricity,Electricity
2090,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,91.2943,secondary energy|electricity,Electricity
2095,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,93.27865,secondary energy|electricity,Electricity
2100,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,OECD Countries,Secondary Energy|Electricity,EJ/yr,95.263,secondary energy|electricity,Electricity
2010,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,4.9847,secondary energy|electricity,Electricity
2015,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,5.387,secondary energy|electricity,Electricity
2020,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,5.7294,secondary energy|electricity,Electricity
2025,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,5.4279,secondary energy|electricity,Electricity
2030,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,5.7501,secondary energy|electricity,Electricity
2035,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,7.6964,secondary energy|electricity,Electricity
2040,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,10.402,secondary energy|electricity,Electricity
2045,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,11.9738,secondary energy|electricity,Electricity
2050,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,12.6875,secondary energy|electricity,Electricity
2055,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,12.9797,secondary energy|electricity,Electricity
2060,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,12.9621,secondary energy|electricity,Electricity
2065,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,13.195,secondary energy|electricity,Electricity
2070,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,13.4279,secondary energy|electricity,Electricity
2075,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,13.89515,secondary energy|electricity,Electricity
2080,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,14.3624,secondary energy|electricity,Electricity
2085,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,14.8798,secondary energy|electricity,Electricity
2090,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,15.3972,secondary energy|electricity,Electricity
2095,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,17.05435,secondary energy|electricity,Electricity
2100,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Russia and Central Asia,Secondary Energy|Electricity,EJ/yr,18.7115,secondary energy|electricity,Electricity
2010,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,77.8874,secondary energy|electricity,Electricity
2015,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,88.6574,secondary energy|electricity,Electricity
2020,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,105.4952,secondary energy|electricity,Electricity
2025,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,112.8579,secondary energy|electricity,Electricity
2030,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,141.9829,secondary energy|electricity,Electricity
2035,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,190.042,secondary energy|electricity,Electricity
2040,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,237.0837,secondary energy|electricity,Electricity
2045,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,275.6223,secondary energy|electricity,Electricity
2050,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,307.7582,secondary energy|electricity,Electricity
2055,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,335.7016,secondary energy|electricity,Electricity
2060,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,360.7172,secondary energy|electricity,Electricity
2065,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,388.115,secondary energy|electricity,Electricity
2070,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,415.5128,secondary energy|electricity,Electricity
2075,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,438.22760000000005,secondary energy|electricity,Electricity
2080,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,460.9424,secondary energy|electricity,Electricity
2085,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,477.37775,secondary energy|electricity,Electricity
2090,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,493.8131,secondary energy|electricity,Electricity
2095,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,516.52335,secondary energy|electricity,Electricity
2100,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,World,Secondary Energy|Electricity,EJ/yr,539.2336,secondary energy|electricity,Electricity
2010,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2.5958,secondary energy|electricity|gas,Electricity|Gas
2015,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,3.2532,secondary energy|electricity|gas,Electricity|Gas
2020,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,4.4338,secondary energy|electricity|gas,Electricity|Gas
2025,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,7.0972,secondary energy|electricity|gas,Electricity|Gas
2030,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,10.045,secondary energy|electricity|gas,Electricity|Gas
2035,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,9.3904,secondary energy|electricity|gas,Electricity|Gas
2040,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,8.6774,secondary energy|electricity|gas,Electricity|Gas
2045,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,6.0764,secondary energy|electricity|gas,Electricity|Gas
2050,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,4.3624,secondary energy|electricity|gas,Electricity|Gas
2055,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,2.3446,secondary energy|electricity|gas,Electricity|Gas
2060,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,1.8996,secondary energy|electricity|gas,Electricity|Gas
2065,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,1.38565,secondary energy|electricity|gas,Electricity|Gas
2070,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.8717,secondary energy|electricity|gas,Electricity|Gas
2075,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.739,secondary energy|electricity|gas,Electricity|Gas
2080,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.6063,secondary energy|electricity|gas,Electricity|Gas
2085,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.37779999999999997,secondary energy|electricity|gas,Electricity|Gas
2090,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.1493,secondary energy|electricity|gas,Electricity|Gas
2095,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.075,secondary energy|electricity|gas,Electricity|Gas
2100,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Asia,Secondary Energy|Electricity|Gas,EJ/yr,0.0007,secondary energy|electricity|gas,Electricity|Gas
2010,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,1.1225,secondary energy|electricity|gas,Electricity|Gas
2015,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,1.3925,secondary energy|electricity|gas,Electricity|Gas
2020,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,1.7762,secondary energy|electricity|gas,Electricity|Gas
2025,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,1.0643,secondary energy|electricity|gas,Electricity|Gas
2030,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.1798,secondary energy|electricity|gas,Electricity|Gas
2035,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0015,secondary energy|electricity|gas,Electricity|Gas
2040,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0011,secondary energy|electricity|gas,Electricity|Gas
2045,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0008,secondary energy|electricity|gas,Electricity|Gas
2050,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0005,secondary energy|electricity|gas,Electricity|Gas
2055,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0003,secondary energy|electricity|gas,Electricity|Gas
2060,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0001,secondary energy|electricity|gas,Electricity|Gas
2065,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,5e-05,secondary energy|electricity|gas,Electricity|Gas
2070,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2075,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2080,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2085,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2090,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2095,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2100,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Latin America,Secondary Energy|Electricity|Gas,EJ/yr,0.0,secondary energy|electricity|gas,Electricity|Gas
2010,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,3.1723,secondary energy|electricity|gas,Electricity|Gas
2015,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,4.4082,secondary energy|electricity|gas,Electricity|Gas
2020,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,5.5697,secondary energy|electricity|gas,Electricity|Gas
2025,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,4.9845,secondary energy|electricity|gas,Electricity|Gas
2030,REMIND-MAgPIE 2.1-4.3 - DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,Middle East and Africa,Secondary Energy|Electricity|Gas,EJ/yr,2.248,secondary energy|electricity|gas,Electricity|Gas
